,0
1235,3
1236,4
1237,5
1238,0
1239,5
1240,0
1241,3
1242,4
1243,5
1244,0
1245,3
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,5
1254,1
1255,0
1256,1
1257,1
1258,0
1259,0
1260,3
1261,0
1262,3
1263,0
1264,0
1265,1
1266,0
1267,5
1268,5
1269,1
1270,5
1271,0
1272,1
1273,3
1274,0
1275,5
1276,2
1277,0
1278,4
1279,5
1280,0
1281,3
1282,0
1283,0
1284,1
1285,2
1286,0
1287,0
1288,0
1289,1
1290,3
1291,3
1292,4
1293,0
1294,5
1295,1
1296,1
1297,1
1298,0
1299,2
1300,5
1301,1
1302,0
1303,3
1304,4
1305,0
1306,0
1307,2
1308,2
1309,0
1310,4
1311,0
1312,0
1313,5
1314,2
1315,1
1316,0
1317,1
1318,5
1319,5
1320,0
1321,0
1322,1
1323,1
1324,0
1325,0
1326,0
1327,1
1328,0
1329,0
1330,2
1331,0
1332,0
1333,0
1334,1
1335,4
1336,4
1337,0
1338,0
1339,1
1340,0
1341,0
1342,1
1343,0
1344,1
1345,0
1346,4
1347,0
1348,0
1349,4
1350,6
1351,0
1352,0
1353,4
1354,1
1355,0
1356,1
1357,0
1358,0
1359,5
1360,3
1361,0
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,0
1369,2
1370,4
1371,2
1372,0
1373,0
1374,0
1375,3
1376,0
1377,0
1378,3
1379,0
1380,1
1381,0
1382,0
1383,4
1384,3
1385,0
1386,0
1387,4
1388,3
1389,0
1390,3
1391,3
1392,3
1393,0
1394,3
1395,0
1396,2
1397,1
1398,0
1399,0
1400,0
1401,1
1402,0
1403,4
1404,3
1405,1
1406,1
1407,0
1408,0
1409,2
1410,0
1411,0
1412,0
1413,2
1414,0
1415,1
1416,0
1417,0
1418,0
1419,0
1420,0
1421,4
1422,2
1423,0
1424,3
1425,0
1426,3
1427,4
1428,0
1429,0
1430,2
1431,2
1432,0
1433,0
1434,0
1435,0
1436,0
1437,3
1438,5
1439,0
1440,0
1441,0
1442,3
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,4
1452,0
1453,0
1454,4
1455,1
1456,0
1457,2
1458,6
1459,1
1460,0
1461,1
1462,2
1463,0
1464,1
1465,0
1466,4
1467,4
1468,0
1469,5
1470,3
1471,0
1472,3
1473,0
1474,4
1475,1
1476,0
1477,1
1478,1
1479,0
1480,0
1481,1
1482,0
1483,0
1484,6
1485,3
1486,4
1487,1
1488,2
1489,2
1490,0
1491,5
1492,1
1493,0
1494,0
1495,5
1496,0
1497,0
1498,0
1499,5
1500,2
1501,0
1502,0
1503,0
1504,0
1505,2
1506,0
1507,4
1508,4
1509,2
1510,6
1511,1
1512,1
1513,2
1514,0
1515,0
1516,0
1517,1
1518,0
1519,0
1520,2
1521,0
1522,7
1523,5
1524,1
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,1
1532,2
1533,2
1534,0
1535,0
1536,3
1537,1
1538,1
1539,0
1540,0
1541,2
1542,2
1543,1
1544,4
1545,3
1546,0
1547,3
1548,0
1549,1
1550,3
1551,5
1552,1
1553,2
1554,3
1555,2
1556,3
1557,3
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,5
1565,0
1566,1
1567,0
1568,5
1569,1
1570,1
1571,0
1572,0
1573,0
1574,2
1575,0
1576,3
1577,2
1578,2
1579,0
1580,2
1581,0
1582,2
1583,3
1584,0
1585,1
1586,3
1587,1
1588,7
1589,4
1590,1
1591,1
1592,0
1593,0
1594,1
1595,5
1596,0
1597,6
1598,0
1599,4
1600,0
1601,0
1602,0
1603,0
1604,3
1605,1
1606,0
1607,1
1608,3
1609,4
1610,0
1611,5
1612,3
1613,1
1614,3
1615,2
1616,2
1617,1
1618,0
1619,0
1620,0
1621,2
1622,4
1623,0
1624,1
1625,1
1626,0
1627,0
1628,0
1629,1
1630,0
1631,0
1632,0
1633,1
1634,4
1635,1
1636,0
1637,2
1638,2
1639,2
1640,2
1641,0
1642,4
1643,2
1644,1
1645,0
1646,1
1647,1
1648,0
1649,3
1650,0
1651,0
1652,3
1653,4
1654,1
1655,0
1656,0
1657,0
1658,3
1659,6
1660,5
1661,1
1662,1
1663,5
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,1
1671,0
1672,2
1673,4
1674,2
1675,5
1676,0
1677,3
1678,3
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,5
1688,3
1689,0
1690,0
1691,3
1692,0
1693,0
1694,3
1695,3
1696,0
1697,0
1698,1
1699,0
1700,0
1701,0
1702,3
1703,3
1704,1
1705,3
1706,3
1707,5
1708,3
1709,0
1710,0
1711,1
1712,5
1713,4
1714,0
1715,2
1716,0
1717,0
1718,4
1719,0
1720,3
1721,3
1722,1
1723,0
1724,0
1725,0
1726,2
1727,0
1728,1
1729,0
1730,0
1731,0
1732,1
1733,0
1734,7
1735,0
1736,5
1737,0
1738,2
1739,0
1740,5
1741,0
1742,0
1743,2
1744,1
1745,6
1746,4
1747,0
1748,1
1749,0
1750,2
1751,1
1752,0
1753,0
1754,0
1755,0
1756,2
1757,0
1758,0
1759,1
1760,3
1761,0
1762,3
1763,0
1764,0
1765,2
1766,4
1767,0
1768,3
1769,0
1770,1
1771,1
1772,1
1773,3
1774,0
1775,1
1776,0
1777,1
1778,7
1779,0
1780,1
1781,0
1782,1
1783,2
1784,1
1785,3
1786,0
1787,3
1788,5
1789,0
1790,0
1791,2
1792,1
1793,0
1794,0
1795,3
1796,2
1797,0
1798,1
1799,1
1800,6
1801,0
1802,1
1803,3
1804,1
1805,3
1806,0
1807,5
1808,2
1809,2
1810,2
1811,1
1812,0
1813,0
1814,1
1815,1
1816,5
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,3
1824,2
1825,0
1826,1
1827,3
1828,0
1829,4
1830,5
1831,0
1832,1
1833,0
1834,2
1835,3
1836,2
1837,4
1838,0
1839,5
1840,7
1841,3
1842,0
1843,3
1844,1
1845,0
1846,0
1847,0
1848,5
1849,0
1850,0
1851,3
1852,5
1853,3
1854,4
1855,0
1856,0
1857,0
1858,3
1859,0
1860,3
1861,0
1862,0
1863,5
1864,0
1865,3
1866,0
1867,1
1868,4
1869,2
1870,1
1871,1
1872,3
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,1
1880,0
1881,2
1882,2
1883,0
1884,1
1885,0
1886,1
1887,0
1888,0
1889,3
1890,0
1891,6
1892,2
1893,1
1894,2
1895,3
1896,0
1897,0
1898,2
1899,0
1900,5
1901,5
1902,0
1903,2
1904,0
1905,0
1906,3
1907,0
1908,1
1909,3
1910,1
1911,0
1912,1
1913,0
1914,1
1915,2
1916,0
1917,1
1918,1
1919,2
1920,1
1921,0
1922,5
1923,0
1924,5
1925,0
1926,1
1927,3
1928,3
1929,1
1930,2
1931,2
1932,2
1933,0
1934,2
1935,1
1936,1
1937,0
1938,4
1939,0
1940,5
1941,0
1942,3
1943,3
1944,1
1945,0
1946,1
1947,2
1948,1
1949,2
1950,1
1951,0
1952,4
1953,0
1954,1
1955,0
1956,5
1957,1
1958,0
1959,1
1960,3
1961,3
1962,0
1963,3
1964,0
1965,0
1966,3
1967,0
1968,1
1969,3
1970,3
1971,0
1972,0
1973,0
1974,2
1975,3
1976,7
1977,3
1978,0
1979,0
1980,0
1981,4
1982,0
1983,4
1984,1
1985,5
1986,0
1987,2
1988,4
1989,1
1990,0
1991,0
1992,3
1993,0
1994,2
1995,3
1996,0
1997,1
1998,5
1999,0
2000,2
2001,0
2002,4
2003,0
2004,0
2005,0
2006,0
2007,2
2008,5
2009,2
2010,5
2011,5
2012,0
2013,2
2014,0
2015,6
2016,0
2017,1
2018,4
2019,2
2020,3
2021,0
2022,0
2023,5
2024,0
2025,5
2026,5
2027,1
2028,3
2029,0
2030,3
2031,4
2032,1
2033,0
2034,1
2035,3
2036,0
2037,2
2038,0
2039,0
2040,2
2041,1
2042,1
2043,7
2044,2
2045,0
2046,1
2047,0
2048,0
2049,0
2050,0
2051,1
2052,2
2053,1
2054,5
2055,1
2056,2
2057,5
2058,1
2059,0
2060,0
2061,1
2062,1
2063,0
2064,4
2065,0
2066,0
2067,1
2068,0
2069,0
2070,2
2071,2
2072,0
2073,0
2074,0
2075,0
2076,5
2077,0
2078,1
2079,0
2080,0
2081,1
2082,0
2083,3
2084,0
2085,0
2086,3
2087,0
2088,4
2089,2
2090,4
2091,0
2092,1
2093,1
2094,1
2095,0
2096,0
2097,4
2098,0
2099,0
2100,0
2101,4
2102,3
2103,5
2104,0
2105,4
2106,2
2107,2
2108,5
2109,3
2110,0
2111,2
2112,0
2113,1
2114,2
2115,0
2116,1
2117,0
2118,0
2119,0
2120,1
2121,5
2122,0
2123,0
2124,1
2125,2
2126,0
2127,5
2128,0
2129,2
2130,0
2131,0
2132,5
2133,2
2134,3
2135,2
2136,3
2137,0
2138,1
2139,3
2140,0
2141,0
2142,0
2143,0
2144,2
2145,2
2146,3
2147,5
2148,0
2149,4
2150,0
2151,0
2152,0
2153,3
2154,5
2155,0
2156,3
2157,0
2158,3
2159,1
2160,2
2161,0
2162,3
2163,3
2164,2
2165,0
2166,2
2167,2
2168,6
2169,3
2170,1
2171,3
2172,0
2173,2
2174,0
2175,2
2176,0
2177,0
2178,4
2179,1
2180,0
2181,0
2182,0
2183,1
2184,2
2185,0
2186,0
2187,0
2188,3
2189,5
2190,5
2191,0
2192,3
2193,4
2194,4
2195,1
2196,4
2197,3
2198,0
2199,0
2200,2
2201,0
2202,0
2203,4
2204,1
2205,3
2206,5
2207,4
2208,3
2209,1
2210,0
2211,3
2212,3
2213,0
2214,5
2215,4
2216,0
2217,5
2218,2
2219,0
2220,2
2221,1
2222,2
2223,1
2224,0
2225,4
2226,0
2227,0
2228,3
2229,1
2230,5
2231,0
2232,5
2233,0
2234,3
2235,1
2236,3
2237,4
2238,0
2239,1
2240,0
2241,0
2242,1
2243,4
2244,3
2245,4
2246,2
2247,3
2248,2
2249,0
2250,5
2251,0
2252,0
2253,3
2254,2
2255,3
2256,0
2257,4
2258,3
2259,1
2260,0
2261,0
2262,4
2263,0
2264,0
2265,4
2266,0
2267,3
2268,1
2269,2
2270,0
2271,2
2272,0
2273,0
2274,3
2275,0
2276,1
2277,5
2278,4
2279,0
2280,1
2281,2
2282,1
2283,0
2284,0
2285,3
2286,0
2287,0
2288,5
2289,3
2290,0
2291,3
2292,3
2293,4
2294,1
2295,0
2296,0
2297,0
2298,2
2299,3
2300,0
2301,0
2302,0
2303,1
2304,0
2305,5
2306,1
2307,2
2308,3
2309,0
2310,2
2311,0
2312,2
2313,0
2314,0
2315,2
2316,0
2317,0
2318,5
2319,6
2320,3
2321,0
2322,3
2323,4
2324,1
2325,2
2326,1
2327,1
2328,4
2329,4
2330,3
2331,2
2332,3
2333,0
2334,0
2335,1
2336,1
2337,3
2338,1
2339,0
2340,4
2341,4
2342,3
2343,0
2344,2
2345,0
2346,0
2347,3
2348,2
2349,0
2350,0
2351,3
2352,0
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,2
2360,0
2361,0
2362,1
2363,0
2364,0
2365,3
2366,3
2367,4
2368,1
2369,1
2370,1
2371,0
2372,4
2373,2
2374,0
2375,0
2376,5
2377,0
2378,1
2379,0
2380,0
2381,0
2382,0
2383,3
2384,0
2385,2
2386,4
2387,2
2388,4
2389,0
2390,2
2391,0
2392,0
2393,2
2394,0
2395,0
2396,0
2397,1
2398,6
2399,5
2400,4
2401,0
2402,0
2403,5
2404,0
2405,0
2406,4
2407,2
2408,2
2409,2
2410,0
2411,0
2412,2
2413,2
2414,2
2415,1
2416,1
2417,1
2418,2
2419,4
2420,3
2421,0
2422,1
2423,3
2424,5
2425,0
2426,2
2427,0
2428,4
2429,0
2430,5
2431,3
2432,0
2433,1
2434,3
2435,4
2436,0
2437,1
2438,0
2439,3
2440,4
2441,3
2442,0
2443,2
2444,2
2445,3
2446,2
2447,0
2448,1
2449,0
2450,0
2451,2
2452,4
2453,0
2454,5
2455,0
2456,4
2457,0
2458,0
2459,0
2460,1
2461,0
2462,0
2463,1
2464,5
2465,5
2466,4
2467,2
2468,0
2469,6
2470,0
2471,0
2472,3
2473,0
2474,2
2475,3
2476,0
2477,0
2478,4
2479,0
2480,3
2481,4
2482,0
2483,0
2484,4
2485,3
2486,2
2487,3
2488,2
2489,1
2490,1
2491,4
2492,4
2493,3
2494,3
2495,0
2496,3
2497,3
2498,0
2499,0
2500,1
2501,0
2502,0
2503,2
2504,0
2505,1
2506,7
2507,1
2508,6
2509,0
2510,5
2511,0
2512,0
2513,0
2514,1
2515,0
2516,4
2517,0
2518,3
2519,2
2520,4
2521,1
2522,0
2523,2
2524,5
2525,0
2526,2
2527,4
2528,0
2529,2
2530,6
2531,1
2532,2
2533,2
2534,0
2535,3
2536,0
2537,1
2538,1
2539,1
2540,0
2541,0
2542,0
2543,0
2544,1
2545,4
2546,0
2547,0
2548,0
2549,0
2550,1
2551,0
2552,6
2553,0
2554,2
2555,1
2556,0
2557,1
2558,0
2559,1
2560,2
2561,5
2562,3
2563,1
2564,0
2565,5
2566,1
2567,0
2568,4
2569,0
2570,0
2571,4
2572,0
2573,1
2574,0
2575,3
2576,3
2577,0
2578,1
2579,0
2580,0
2581,0
2582,1
2583,5
2584,4
2585,0
2586,2
2587,0
2588,5
2589,4
2590,2
2591,4
2592,0
2593,2
2594,0
2595,2
2596,1
2597,6
2598,0
2599,3
2600,1
2601,0
2602,3
2603,4
2604,0
2605,1
2606,4
2607,0
2608,1
2609,2
2610,0
2611,4
2612,0
2613,2
2614,2
2615,2
2616,0
2617,0
2618,2
2619,5
2620,2
2621,0
2622,1
2623,6
2624,1
2625,4
2626,0
2627,3
2628,2
2629,1
2630,2
2631,0
2632,6
2633,1
2634,2
2635,2
2636,2
2637,0
0,doublet
1,doublet
2,doublet
3,doublet
4,doublet
5,doublet
6,doublet
7,doublet
8,doublet
9,doublet
10,doublet
11,doublet
12,doublet
13,doublet
14,doublet
15,doublet
16,doublet
17,doublet
18,doublet
19,doublet
20,doublet
21,doublet
22,doublet
23,doublet
24,doublet
25,doublet
26,doublet
27,doublet
28,doublet
29,doublet
30,doublet
31,doublet
32,doublet
33,doublet
34,doublet
35,doublet
36,doublet
37,doublet
38,doublet
39,doublet
40,doublet
41,doublet
42,doublet
43,doublet
44,doublet
45,doublet
46,doublet
47,doublet
48,doublet
49,doublet
50,doublet
51,doublet
52,doublet
53,doublet
54,doublet
55,doublet
56,doublet
57,doublet
58,doublet
59,doublet
60,doublet
61,doublet
62,doublet
63,doublet
64,doublet
65,doublet
66,doublet
67,doublet
68,doublet
69,doublet
70,doublet
71,doublet
72,doublet
73,doublet
74,doublet
75,doublet
76,doublet
77,doublet
78,doublet
79,doublet
80,doublet
81,doublet
82,doublet
83,doublet
84,doublet
85,doublet
86,doublet
87,doublet
88,doublet
89,doublet
90,doublet
91,doublet
92,doublet
93,doublet
94,doublet
95,doublet
96,doublet
97,doublet
98,doublet
99,doublet
100,doublet
101,doublet
102,doublet
103,doublet
104,doublet
105,doublet
106,doublet
107,doublet
108,doublet
109,doublet
110,doublet
111,doublet
112,doublet
113,doublet
114,doublet
115,doublet
116,doublet
117,doublet
118,doublet
119,doublet
120,doublet
121,doublet
122,doublet
123,doublet
124,doublet
125,doublet
126,doublet
127,doublet
128,doublet
129,doublet
130,doublet
131,doublet
132,doublet
133,doublet
134,doublet
135,doublet
136,doublet
137,doublet
138,doublet
139,doublet
140,doublet
141,doublet
142,doublet
143,doublet
144,doublet
145,doublet
146,doublet
147,doublet
148,doublet
149,doublet
150,doublet
151,doublet
152,doublet
153,doublet
154,doublet
155,doublet
156,doublet
157,doublet
158,doublet
159,doublet
160,doublet
161,doublet
162,doublet
163,doublet
164,doublet
165,doublet
166,doublet
167,doublet
168,doublet
169,doublet
170,doublet
171,doublet
172,doublet
173,doublet
174,doublet
175,doublet
176,doublet
177,doublet
178,doublet
179,doublet
180,doublet
181,doublet
182,doublet
183,doublet
184,doublet
185,doublet
186,doublet
187,doublet
188,doublet
189,doublet
190,doublet
191,doublet
192,doublet
193,doublet
194,doublet
195,doublet
196,doublet
197,doublet
198,doublet
199,doublet
200,doublet
201,doublet
202,doublet
203,doublet
204,doublet
205,doublet
206,doublet
207,doublet
208,doublet
209,doublet
210,doublet
211,doublet
212,doublet
213,doublet
214,doublet
215,doublet
216,doublet
217,doublet
218,doublet
219,doublet
220,doublet
221,doublet
222,doublet
223,doublet
224,doublet
225,doublet
226,doublet
227,doublet
228,doublet
229,doublet
230,doublet
231,doublet
232,doublet
233,doublet
234,doublet
235,doublet
236,doublet
237,doublet
238,doublet
239,doublet
240,doublet
241,doublet
242,doublet
243,doublet
244,doublet
245,doublet
246,doublet
247,doublet
248,doublet
249,doublet
250,doublet
251,doublet
252,doublet
253,doublet
254,doublet
255,doublet
256,doublet
257,doublet
258,doublet
259,doublet
260,doublet
261,doublet
262,doublet
263,doublet
264,doublet
265,doublet
266,doublet
267,doublet
268,doublet
269,doublet
270,doublet
271,doublet
272,doublet
273,doublet
274,doublet
275,doublet
276,doublet
277,doublet
278,doublet
279,doublet
280,doublet
281,doublet
282,doublet
283,doublet
284,doublet
285,doublet
286,doublet
287,doublet
288,doublet
289,doublet
290,doublet
291,doublet
292,doublet
